document_id,employee_id,document_type,document_status,received_date,effective_date,expiration_date,last_updated_date
DOC-00308,EMP-0143,Offer Letter,Complete,2018-11-02,2018-11-08,,2022-03-22
DOC-00309,EMP-0143,I-9,Complete,2018-11-09,2018-11-08,,2022-04-26
DOC-00310,EMP-0144,Offer Letter,Complete,2023-12-20,2023-12-30,,2025-12-02
DOC-00311,EMP-0144,I-9,Complete,2024-01-01,2023-12-30,,2025-08-04
DOC-00312,EMP-0144,Offboarding Form,Complete,2026-04-18,2026-04-18,,2026-08-29
DOC-00313,EMP-0145,Offer Letter,Complete,2019-11-23,2019-11-29,,2024-02-05
DOC-00314,EMP-0145,I-9,Complete,2019-12-01,2019-11-29,,2023-04-26
DOC-00315,EMP-0146,Offer Letter,Complete,2022-05-21,2022-05-21,,2022-09-24
DOC-00316,EMP-0146,I-9,Complete,2022-05-23,2022-05-21,,2026-01-02
DOC-00317,EMP-0147,Offer Letter,Complete,2018-06-02,2018-06-12,,2021-07-16
DOC-00318,EMP-0147,I-9,Complete,2018-06-14,2018-06-12,,2024-07-04
DOC-00319,EMP-0148,Offer Letter,Complete,2025-07-11,2025-07-21,,2025-09-08
DOC-00320,EMP-0148,I-9,Complete,2025-07-21,2025-07-21,,2026-06-26
DOC-00321,EMP-0148,Offboarding Form,Complete,2025-11-23,2025-11-23,,2026-08-29
DOC-00322,EMP-0149,Offer Letter,Complete,2022-06-18,2022-06-25,,2024-11-16
DOC-00323,EMP-0149,I-9,Complete,2022-06-26,2022-06-25,,2024-02-27
DOC-00324,EMP-0150,Offer Letter,Complete,2021-04-18,2021-04-20,,2023-07-19
DOC-00325,EMP-0150,I-9,Complete,2021-04-21,2021-04-20,,2022-07-05
DOC-00326,EMP-0151,Offer Letter,Complete,2018-10-18,2018-10-25,,2022-09-17
DOC-00327,EMP-0151,I-9,Complete,2018-10-27,2018-10-25,,2023-02-16
DOC-00328,EMP-0152,Offer Letter,Complete,2016-07-17,2016-07-21,,2021-08-23
DOC-00329,EMP-0152,I-9,Complete,2016-07-23,2016-07-21,,2017-04-12
DOC-00330,EMP-0153,Offer Letter,Complete,2021-11-25,2021-11-28,,2022-02-19
DOC-00331,EMP-0153,I-9,Complete,2021-11-29,2021-11-28,,2026-02-15
DOC-00332,EMP-0153,Offboarding Form,Complete,2025-11-24,2025-11-24,,2026-08-29
DOC-00333,EMP-0154,Offer Letter,Complete,2019-03-20,2019-03-26,,2021-06-10
DOC-00334,EMP-0154,I-9,Complete,2019-03-26,2019-03-26,,2022-12-17
DOC-00335,EMP-0155,Offer Letter,Complete,2021-11-11,2021-11-15,,2025-11-03
DOC-00336,EMP-0155,I-9,Complete,2021-11-17,2021-11-15,,2024-02-14
DOC-00337,EMP-0156,Offer Letter,Complete,2017-07-20,2017-07-30,,2022-05-28
DOC-00338,EMP-0156,I-9,Complete,2017-08-01,2017-07-30,,2019-12-13
DOC-00339,EMP-0157,Offer Letter,Complete,2024-12-15,2024-12-21,,2025-12-02
DOC-00340,EMP-0157,I-9,Complete,2024-12-21,2024-12-21,,2025-12-19
DOC-00341,EMP-0158,Offer Letter,Complete,2018-03-04,2018-03-12,,2024-09-24
DOC-00342,EMP-0158,I-9,Complete,2018-03-12,2018-03-12,,2023-01-01
DOC-00343,EMP-0159,Offer Letter,Complete,2016-09-02,2016-09-03,,2021-01-21
DOC-00344,EMP-0159,I-9,Complete,2016-09-06,2016-09-03,,2017-10-16
DOC-00345,EMP-0160,Offer Letter,Complete,2023-07-14,2023-07-15,,2023-09-29
DOC-00346,EMP-0160,I-9,Complete,2023-07-18,2023-07-15,,2026-05-03
DOC-00347,EMP-0161,Offer Letter,Complete,2026-01-12,2026-01-17,,2026-05-29
DOC-00348,EMP-0161,I-9,Complete,2026-01-20,2026-01-17,,2026-08-14
DOC-00349,EMP-0162,Offer Letter,Complete,2016-05-24,2016-05-28,,2020-11-23
DOC-00350,EMP-0162,I-9,Complete,2016-05-31,2016-05-28,,2017-11-11
DOC-00351,EMP-0162,Offboarding Form,Complete,2024-02-11,2024-02-11,,2026-08-29
DOC-00352,EMP-0163,Offer Letter,Complete,2017-05-29,2017-05-29,,2023-05-14
DOC-00353,EMP-0163,I-9,Complete,2017-05-31,2017-05-29,,2022-06-23
DOC-00354,EMP-0164,Offer Letter,Complete,2016-05-13,2016-05-19,,2021-09-02
DOC-00355,EMP-0164,I-9,Complete,2016-05-21,2016-05-19,,2025-11-22
DOC-00356,EMP-0165,Offer Letter,Complete,2025-04-23,2025-04-25,,2026-03-21
DOC-00357,EMP-0165,I-9,Complete,2025-04-25,2025-04-25,,2026-08-28
DOC-00358,EMP-0166,Offer Letter,Complete,2021-07-28,2021-08-07,,2022-09-02
DOC-00359,EMP-0166,I-9,Complete,2021-08-10,2021-08-07,,2022-01-27
DOC-00360,EMP-0167,Offer Letter,Complete,2020-12-19,2020-12-19,,2022-04-03
DOC-00361,EMP-0167,I-9,Complete,2020-12-21,2020-12-19,,2021-08-10
DOC-00362,EMP-0168,Offer Letter,Complete,2025-06-08,2025-06-09,,2026-06-15
DOC-00363,EMP-0168,I-9,Complete,2025-06-09,2025-06-09,,2026-07-23
DOC-00364,EMP-0169,Offer Letter,Complete,2022-02-17,2022-02-25,,2023-01-31
DOC-00365,EMP-0169,I-9,Complete,2022-02-27,2022-02-25,,2025-09-30
DOC-00366,EMP-0170,Offer Letter,Complete,2024-08-24,2024-09-01,,2025-03-24
DOC-00367,EMP-0170,I-9,Complete,2024-09-01,2024-09-01,,2026-07-09
DOC-00368,EMP-0171,Offer Letter,Complete,2023-03-29,2023-03-29,,2024-05-02
DOC-00369,EMP-0171,I-9,Complete,2023-03-30,2023-03-29,,2026-05-02
DOC-00370,EMP-0172,Offer Letter,Complete,2025-04-18,2025-04-26,,2025-12-11
DOC-00371,EMP-0172,I-9,Complete,2025-04-29,2025-04-26,,2026-05-29
DOC-00372,EMP-0173,Offer Letter,Complete,2026-04-11,2026-04-20,,2026-08-07
DOC-00373,EMP-0173,I-9,Complete,2026-04-23,2026-04-20,,2026-04-22
DOC-00374,EMP-0174,Offer Letter,Complete,2016-02-08,2016-02-12,,2021-07-11
DOC-00375,EMP-0174,I-9,Complete,2016-02-15,2016-02-12,,2019-05-17
DOC-00376,EMP-0175,Offer Letter,Complete,2024-08-01,2024-08-05,,2026-05-20
DOC-00377,EMP-0175,I-9,Complete,2024-08-05,2024-08-05,,2025-12-13
DOC-00378,EMP-0175,Offboarding Form,Complete,2026-01-25,2026-01-25,,2026-08-29
DOC-00379,EMP-0176,Offer Letter,Complete,2020-05-11,2020-05-13,,2021-10-14
DOC-00380,EMP-0176,I-9,Complete,2020-05-13,2020-05-13,,2025-04-11
DOC-00381,EMP-0177,Offer Letter,Complete,2023-10-05,2023-10-14,,2026-07-23
DOC-00382,EMP-0177,I-9,Complete,2023-10-14,2023-10-14,,2026-02-17
DOC-00383,EMP-0178,Offer Letter,Complete,2018-03-25,2018-03-28,,2025-06-24
DOC-00384,EMP-0178,I-9,Complete,2018-03-28,2018-03-28,,2024-09-17
DOC-00385,EMP-0179,Offer Letter,Complete,2019-06-10,2019-06-13,,2024-12-22
DOC-00386,EMP-0179,I-9,Complete,2019-06-14,2019-06-13,,2026-01-17
DOC-00387,EMP-0179,Offboarding Form,Complete,2019-11-29,2019-11-29,,2026-08-29
DOC-00388,EMP-0180,Offer Letter,Complete,2016-04-05,2016-04-14,,2022-08-07
DOC-00389,EMP-0180,I-9,Complete,2016-04-17,2016-04-14,,2020-01-01
DOC-00390,EMP-0181,Offer Letter,Complete,2023-05-18,2023-05-18,,2026-06-30
DOC-00391,EMP-0181,I-9,Complete,2023-05-21,2023-05-18,,2025-06-19
DOC-00392,EMP-0182,Offer Letter,Complete,2018-12-22,2018-12-27,,2019-04-27
DOC-00393,EMP-0182,I-9,Complete,2018-12-27,2018-12-27,,2026-02-06
DOC-00394,EMP-0183,Offer Letter,Complete,2019-06-28,2019-07-07,,2022-12-03
DOC-00395,EMP-0183,I-9,Complete,2019-07-09,2019-07-07,,2022-07-14
DOC-00396,EMP-0184,Offer Letter,Complete,2017-10-02,2017-10-08,,2020-02-13
DOC-00397,EMP-0184,I-9,Complete,2017-10-10,2017-10-08,,2022-08-21
DOC-00398,EMP-0185,Offer Letter,Complete,2021-07-05,2021-07-12,,2023-11-05
DOC-00399,EMP-0185,I-9,Complete,2021-07-13,2021-07-12,,2025-11-19
DOC-00400,EMP-0185,Offboarding Form,Complete,2022-09-21,2022-09-21,,2026-08-29
DOC-00401,EMP-0186,Offer Letter,Complete,2017-07-09,2017-07-19,,2024-12-24
DOC-00402,EMP-0186,I-9,Complete,2017-07-19,2017-07-19,,2020-09-29
DOC-00403,EMP-0186,Offboarding Form,Complete,2018-07-16,2018-07-16,,2026-08-29
DOC-00404,EMP-0187,Offer Letter,Complete,2025-03-04,2025-03-11,,2025-04-12
DOC-00405,EMP-0187,I-9,Complete,2025-03-12,2025-03-11,,2026-04-12
DOC-00406,EMP-0188,Offer Letter,Complete,2020-11-24,2020-12-03,,2025-08-07
DOC-00407,EMP-0188,I-9,Complete,2020-12-03,2020-12-03,,2022-05-02
DOC-00408,EMP-0189,Offer Letter,Complete,2019-07-31,2019-07-31,,2025-09-10
DOC-00409,EMP-0189,I-9,Complete,2019-08-01,2019-07-31,,2023-08-10
DOC-00410,EMP-0190,Offer Letter,Complete,2021-07-01,2021-07-09,,2025-08-29
DOC-00411,EMP-0190,I-9,Complete,2021-07-12,2021-07-09,,2025-11-18
DOC-00412,EMP-0191,Offer Letter,Complete,2024-07-15,2024-07-17,,2026-02-16
DOC-00413,EMP-0191,I-9,Complete,2024-07-17,2024-07-17,,2025-04-20
DOC-00414,EMP-0192,Offer Letter,Complete,2023-01-18,2023-01-24,,2025-09-10
DOC-00415,EMP-0192,I-9,Complete,2023-01-27,2023-01-24,,2025-10-15
DOC-00416,EMP-0193,Offer Letter,Complete,2017-03-23,2017-04-02,,2024-02-26
DOC-00417,EMP-0193,I-9,Complete,2017-04-04,2017-04-02,,2023-05-22
DOC-00418,EMP-0194,Offer Letter,Complete,,2018-07-17,,2019-08-05
DOC-00419,EMP-0194,I-9,Complete,2018-07-18,2018-07-17,,2025-07-19
DOC-00420,EMP-0195,Offer Letter,Complete,2016-06-03,2016-06-03,,2025-10-11
DOC-00421,EMP-0195,I-9,Complete,2016-06-04,2016-06-03,,2017-01-03
DOC-00422,EMP-0196,Offer Letter,Complete,2020-08-05,2020-08-10,,2024-01-10
DOC-00423,EMP-0196,I-9,Complete,2020-08-10,2020-08-10,,2021-03-29
DOC-00424,EMP-0197,Offer Letter,Complete,2019-04-17,2019-04-21,,2022-11-04
DOC-00425,EMP-0197,I-9,Complete,2019-04-24,2019-04-21,,2021-06-08
DOC-00426,EMP-0198,Offer Letter,Complete,2023-12-11,2023-12-19,,2026-08-09
DOC-00427,EMP-0198,I-9,Complete,2023-12-22,2023-12-19,,2024-03-03
DOC-00428,EMP-0199,Offer Letter,Complete,2023-07-12,2023-07-15,,2023-10-18
DOC-00429,EMP-0199,I-9,Complete,2023-07-17,2023-07-15,,2025-05-29
DOC-00430,EMP-0200,Offer Letter,Complete,2021-06-15,2021-06-20,,2023-07-14
DOC-00431,EMP-0200,I-9,Complete,2021-06-20,2021-06-20,,2023-07-22
DOC-00432,EMP-0200,Offboarding Form,Complete,2024-03-18,2024-03-18,,2026-08-29
DOC-00433,EMP-0201,Offer Letter,Complete,2021-08-21,2021-08-28,,2023-08-11
DOC-00434,EMP-0201,I-9,Complete,2021-08-31,2021-08-28,,2021-12-12
DOC-00435,EMP-0202,Offer Letter,Complete,2016-09-13,2016-09-16,,2017-04-12
DOC-00436,EMP-0202,I-9,Complete,2016-09-16,2016-09-16,,2024-03-26
DOC-00437,EMP-0203,Offer Letter,Complete,2019-06-27,2019-07-02,,2021-11-30
DOC-00438,EMP-0203,I-9,Complete,2019-07-04,2019-07-02,,2022-08-31
DOC-00439,EMP-0204,Offer Letter,Complete,2020-09-15,2020-09-19,,2021-11-23
DOC-00440,EMP-0204,I-9,Complete,2020-09-21,2020-09-19,,2025-08-18
DOC-00441,EMP-0205,Offer Letter,Complete,2021-09-16,2021-09-26,,2024-09-28
DOC-00442,EMP-0205,I-9,Complete,2021-09-26,2021-09-26,,2026-05-28
DOC-00443,EMP-0206,Offer Letter,Complete,2016-12-12,2016-12-12,,2021-04-24
DOC-00444,EMP-0206,I-9,Complete,2016-12-12,2016-12-12,,2025-02-18
DOC-00445,EMP-0207,Offer Letter,Complete,2021-05-19,2021-05-22,,2022-06-21
DOC-00446,EMP-0207,I-9,Complete,2021-05-22,2021-05-22,,2022-06-20
DOC-00447,EMP-0208,Offer Letter,Complete,2019-01-20,2019-01-29,,2020-08-20
DOC-00448,EMP-0208,I-9,Complete,2019-01-29,2019-01-29,,2019-02-05
DOC-00449,EMP-0209,Offer Letter,Complete,2022-08-05,2022-08-13,,2024-12-31
DOC-00450,EMP-0209,I-9,Complete,2022-08-13,2022-08-13,,2025-12-24
DOC-00451,EMP-0210,Offer Letter,Complete,2017-11-19,2017-11-27,,2022-08-23
DOC-00452,EMP-0210,I-9,Complete,2017-11-30,2017-11-27,,2018-07-30
DOC-00453,EMP-0211,Offer Letter,Complete,2021-12-15,2021-12-23,,2022-11-27
DOC-00454,EMP-0211,I-9,Complete,2021-12-25,2021-12-23,,2024-10-03
DOC-00455,EMP-0212,Offer Letter,Complete,2019-05-15,2019-05-22,,2025-12-28
DOC-00456,EMP-0212,I-9,Complete,2019-05-23,2019-05-22,,2026-02-22
DOC-00457,EMP-0213,Offer Letter,Complete,2025-12-01,2025-12-03,,2026-01-17
DOC-00458,EMP-0213,I-9,Complete,2025-12-04,2025-12-03,,2026-07-31
DOC-00459,EMP-0214,Offer Letter,Complete,2025-05-08,2025-05-10,,2025-06-26
DOC-00460,EMP-0214,I-9,Complete,2025-05-13,2025-05-10,,2026-01-10
DOC-00461,EMP-0215,Offer Letter,Complete,2020-09-18,2020-09-20,,2025-12-23
DOC-00462,EMP-0215,I-9,Complete,2020-09-21,2020-09-20,,2025-02-22
DOC-00463,EMP-0216,Offer Letter,Complete,2025-12-28,2026-01-03,,2026-01-26
DOC-00464,EMP-0216,I-9,Complete,2026-01-03,2026-01-03,,2026-06-14
DOC-00465,EMP-0217,Offer Letter,Complete,2024-05-28,2024-06-07,,2026-03-05
DOC-00466,EMP-0217,I-9,Complete,2024-06-10,2024-06-07,,2025-05-28
DOC-00467,EMP-0218,Offer Letter,Complete,2018-05-13,2018-05-15,,2022-05-09
DOC-00468,EMP-0218,I-9,Complete,2018-05-15,2018-05-15,,2021-09-18
DOC-00469,EMP-0219,Offer Letter,Complete,2022-04-16,2022-04-19,,2022-05-13
DOC-00470,EMP-0219,I-9,Complete,2022-04-20,2022-04-19,,2025-05-24
DOC-00471,EMP-0220,Offer Letter,Complete,2025-02-02,2025-02-08,,2025-06-24
DOC-00472,EMP-0220,I-9,Complete,2025-02-08,2025-02-08,,2026-08-18
DOC-00473,EMP-0221,Offer Letter,Complete,2024-06-25,2024-06-27,,2025-08-05
DOC-00474,EMP-0221,I-9,Complete,2024-06-30,2024-06-27,,2025-09-24
DOC-00475,EMP-0222,Offer Letter,Complete,2022-05-05,2022-05-08,,2024-12-04
DOC-00476,EMP-0222,I-9,Complete,2022-05-10,2022-05-08,,2024-05-09
DOC-00477,EMP-0223,Offer Letter,Complete,2020-03-24,2020-03-26,,2020-04-03
DOC-00478,EMP-0223,I-9,Complete,2020-03-27,2020-03-26,,2021-04-01
DOC-00479,EMP-0224,Offer Letter,Complete,2022-10-11,2022-10-20,,2024-06-07
DOC-00480,EMP-0224,I-9,Complete,2022-10-20,2022-10-20,,2023-04-24
DOC-00481,EMP-0225,Offer Letter,Complete,2017-04-24,2017-05-04,,2022-04-09
DOC-00482,EMP-0225,I-9,Complete,2017-05-06,2017-05-04,,2025-04-06
DOC-00483,EMP-0226,Offer Letter,Complete,2024-11-21,2024-11-26,,2026-08-03
DOC-00484,EMP-0226,I-9,Complete,2024-11-26,2024-11-26,,2024-12-06
DOC-00485,EMP-0227,Offer Letter,Complete,2020-06-09,2020-06-15,,2023-02-19
DOC-00486,EMP-0227,I-9,Complete,2020-06-15,2020-06-15,,2021-08-10
DOC-00487,EMP-0228,Offer Letter,Complete,2017-06-27,2017-07-02,,2021-08-30
DOC-00488,EMP-0228,I-9,Complete,2017-07-03,2017-07-02,,2019-05-15
DOC-00489,EMP-0229,Offer Letter,Complete,2022-11-11,2022-11-14,,2023-05-02
DOC-00490,EMP-0229,I-9,Complete,2022-11-14,2022-11-14,,2026-03-09
DOC-00491,EMP-0230,Offer Letter,Complete,2017-04-21,2017-04-30,,2020-12-08
DOC-00492,EMP-0230,I-9,Complete,2017-05-01,2017-04-30,,2017-07-27
DOC-00493,EMP-0230,Offboarding Form,Complete,2018-03-12,2018-03-12,,2026-08-29
DOC-00494,EMP-0231,Offer Letter,Complete,2022-05-03,2022-05-04,,2024-05-10
DOC-00495,EMP-0231,I-9,Complete,2022-05-06,2022-05-04,,2024-11-05
DOC-00496,EMP-0231,Offboarding Form,Complete,2024-04-11,2024-04-11,,2026-08-29
DOC-00497,EMP-0232,Offer Letter,Complete,2023-03-06,2023-03-15,,2023-10-15
DOC-00498,EMP-0232,I-9,Complete,2023-03-18,2023-03-15,,2024-12-17
DOC-00499,EMP-0233,Offer Letter,Complete,2020-12-10,2020-12-14,,2026-08-06
DOC-00500,EMP-0233,I-9,Complete,2020-12-15,2020-12-14,,2022-05-21
DOC-00501,EMP-0234,Offer Letter,Complete,2018-11-10,2018-11-16,,2024-10-18
DOC-00502,EMP-0234,I-9,Complete,2018-11-19,2018-11-16,,2019-01-13
DOC-00503,EMP-0235,Offer Letter,Complete,2020-07-29,2020-07-31,,2020-08-01
DOC-00504,EMP-0235,I-9,Complete,2020-08-03,2020-07-31,,2024-12-15
DOC-00505,EMP-0236,Offer Letter,Complete,2025-09-16,2025-09-25,,2026-07-07
DOC-00506,EMP-0236,I-9,Complete,2025-09-28,2025-09-25,,2026-08-24
DOC-00507,EMP-0237,Offer Letter,Complete,2016-11-27,2016-12-04,,2020-06-03
DOC-00508,EMP-0237,I-9,Complete,2016-12-05,2016-12-04,,2024-08-25
DOC-00509,EMP-0238,Offer Letter,Complete,2018-12-26,2019-01-04,,2025-01-06
DOC-00510,EMP-0238,I-9,Complete,2019-01-04,2019-01-04,,2025-06-14
DOC-00511,EMP-0239,Offer Letter,Complete,2016-03-12,2016-03-15,,2019-11-10
DOC-00512,EMP-0239,I-9,Complete,2016-03-18,2016-03-15,,2017-10-27
DOC-00513,EMP-0240,Offer Letter,Complete,2025-11-07,2025-11-09,,2026-07-17
DOC-00514,EMP-0240,I-9,Complete,2025-11-11,2025-11-09,,2025-12-18
DOC-00515,EMP-0241,Offer Letter,Complete,2020-06-04,2020-06-09,,2022-07-04
DOC-00516,EMP-0241,I-9,Complete,2020-06-12,2020-06-09,,2023-11-29
DOC-00517,EMP-0242,Offer Letter,Complete,2025-12-21,2025-12-29,,2026-05-19
DOC-00518,EMP-0242,I-9,Complete,2026-01-01,2025-12-29,,2026-03-31
DOC-00519,EMP-0243,Offer Letter,Complete,2016-09-12,2016-09-16,,2021-03-18
DOC-00520,EMP-0243,I-9,Complete,2016-09-18,2016-09-16,,2026-07-09
DOC-00521,EMP-0244,Offer Letter,Complete,2018-06-19,2018-06-27,,2019-06-06
DOC-00522,EMP-0244,I-9,Complete,2018-06-28,2018-06-27,,2025-07-18
DOC-00523,EMP-0244,Offboarding Form,Complete,2025-06-14,2025-06-14,,2026-08-29
DOC-00524,EMP-0245,Offer Letter,Complete,2025-07-29,2025-08-01,,2026-04-12
DOC-00525,EMP-0245,I-9,Complete,2025-08-04,2025-08-01,,2025-09-23
DOC-00526,EMP-0245,Offboarding Form,Complete,2025-12-02,2025-12-02,,2026-08-29
DOC-00527,EMP-0246,Offer Letter,Complete,2016-04-24,2016-04-26,,2023-12-17
DOC-00528,EMP-0246,I-9,Complete,2016-04-28,2016-04-26,,2016-07-03
DOC-00529,EMP-0247,Offer Letter,Complete,2017-07-15,2017-07-20,,2025-01-15
DOC-00530,EMP-0247,I-9,Complete,2017-07-22,2017-07-20,,2017-10-04
DOC-00531,EMP-0248,Offer Letter,Complete,2018-01-06,2018-01-16,,2026-05-09
DOC-00532,EMP-0248,I-9,Complete,2018-01-17,2018-01-16,,2024-09-04
DOC-00533,EMP-0249,Offer Letter,Complete,2025-03-13,2025-03-19,,2026-03-12
DOC-00534,EMP-0249,I-9,Complete,2025-03-22,2025-03-19,,2026-04-16
DOC-00535,EMP-0250,Offer Letter,Complete,2018-06-14,2018-06-19,,2025-03-13
DOC-00536,EMP-0250,I-9,Complete,2018-06-22,2018-06-19,,2023-02-05
DOC-00537,EMP-0250,Offboarding Form,Complete,2019-05-09,2019-05-09,,2026-08-29
DOC-00538,EMP-0251,Offer Letter,Complete,2017-01-28,2017-02-02,,2020-01-18
DOC-00539,EMP-0251,I-9,Complete,2017-02-04,2017-02-02,,2017-08-30
DOC-00540,EMP-0252,Offer Letter,Complete,2016-05-05,2016-05-12,,2021-01-24
DOC-00541,EMP-0252,I-9,Complete,2016-05-15,2016-05-12,,2020-05-02
DOC-00542,EMP-0253,Offer Letter,Complete,2024-04-03,2024-04-06,,2024-08-15
DOC-00543,EMP-0253,I-9,Complete,2024-04-07,2024-04-06,,2026-06-30
DOC-00544,EMP-0254,Offer Letter,Complete,2021-04-25,2021-05-01,,2024-11-26
DOC-00545,EMP-0254,I-9,Complete,2021-05-04,2021-05-01,,2026-03-17
DOC-00546,EMP-0255,Offer Letter,Complete,2020-06-19,2020-06-27,,2022-12-04
DOC-00547,EMP-0255,I-9,Complete,2020-06-30,2020-06-27,,2025-02-21
DOC-00548,EMP-0256,Offer Letter,Complete,2018-04-08,2018-04-10,,2023-08-08
DOC-00549,EMP-0256,I-9,Complete,2018-04-11,2018-04-10,,2026-03-12
DOC-00550,EMP-0257,Offer Letter,Complete,2024-07-19,2024-07-22,,2025-05-10
DOC-00551,EMP-0257,I-9,Complete,2024-07-24,2024-07-22,,2024-12-08
DOC-00552,EMP-0258,Offer Letter,Complete,2025-07-23,2025-07-25,,2026-02-03
DOC-00553,EMP-0258,I-9,Complete,2025-07-25,2025-07-25,,2026-05-04
DOC-00554,EMP-0259,Offer Letter,Complete,2018-01-30,2018-02-08,,2019-06-28
DOC-00555,EMP-0259,I-9,Complete,2018-02-08,2018-02-08,,2023-10-07
DOC-00556,EMP-0260,Offer Letter,Complete,2017-11-04,2017-11-12,,2017-12-30
DOC-00557,EMP-0260,I-9,Complete,2017-11-15,2017-11-12,,2024-04-05
DOC-00558,EMP-0261,Offer Letter,Complete,2026-05-08,2026-05-15,,2026-05-22
DOC-00559,EMP-0261,I-9,Complete,2026-05-18,2026-05-15,,2026-07-13
DOC-00560,EMP-0262,Offer Letter,Complete,2017-02-23,2017-03-04,,2023-12-29
DOC-00561,EMP-0262,I-9,Complete,2017-03-05,2017-03-04,,2020-02-08
DOC-00562,EMP-0263,Offer Letter,Complete,2017-06-11,2017-06-20,,2020-12-24
DOC-00563,EMP-0263,I-9,Complete,2017-06-23,2017-06-20,,2019-06-09
DOC-00564,EMP-0264,Offer Letter,Complete,2022-07-22,2022-07-25,,2022-09-17
DOC-00565,EMP-0264,I-9,Complete,2022-07-27,2022-07-25,,2023-03-08
DOC-00566,EMP-0265,Offer Letter,Complete,2021-09-01,2021-09-10,,2025-03-02
DOC-00567,EMP-0265,I-9,Complete,2021-09-10,2021-09-10,,2026-02-17
DOC-00568,EMP-0266,Offer Letter,Complete,2025-11-19,2025-11-27,,2026-05-15
DOC-00569,EMP-0266,I-9,Complete,2025-11-28,2025-11-27,,2026-06-05
DOC-00570,EMP-0267,Offer Letter,Complete,2019-01-23,2019-01-26,,2022-02-01
DOC-00571,EMP-0267,I-9,Complete,2019-01-29,2019-01-26,,2024-06-28
DOC-00572,EMP-0268,Offer Letter,Complete,2017-07-30,2017-08-01,,2020-03-16
DOC-00573,EMP-0268,I-9,Complete,2017-08-04,2017-08-01,,2021-05-20
DOC-00574,EMP-0269,Offer Letter,Complete,2021-10-29,2021-11-06,,2023-12-16
DOC-00575,EMP-0269,I-9,Complete,2021-11-08,2021-11-06,,2025-01-12
DOC-00576,EMP-0270,Offer Letter,Complete,2022-09-02,2022-09-05,,2025-05-12
DOC-00577,EMP-0270,I-9,Complete,2022-09-07,2022-09-05,,2023-05-29
DOC-00578,EMP-0271,Offer Letter,Complete,2019-11-04,2019-11-11,,2025-01-24
DOC-00579,EMP-0271,I-9,Complete,2019-11-12,2019-11-11,,2023-06-09
DOC-00580,EMP-0272,Offer Letter,Complete,2016-08-19,2016-08-25,,2026-06-06
DOC-00581,EMP-0272,I-9,Complete,2016-08-28,2016-08-25,,2016-11-13
DOC-00582,EMP-0273,Offer Letter,Complete,2018-02-22,2018-02-26,,2026-08-24
DOC-00583,EMP-0273,I-9,Complete,2018-02-28,2018-02-26,,2020-08-12
DOC-00584,EMP-0274,Offer Letter,Complete,2017-06-01,2017-06-07,,2019-07-13
DOC-00585,EMP-0274,I-9,Complete,2017-06-07,2017-06-07,,2022-10-25
DOC-00586,EMP-0275,Offer Letter,Complete,2021-09-26,2021-09-28,,2024-10-19
DOC-00587,EMP-0275,I-9,Complete,2021-09-30,2021-09-28,,2023-05-05
DOC-00588,EMP-0276,Offer Letter,Complete,2023-09-13,2023-09-15,,2026-03-05
DOC-00589,EMP-0276,I-9,Complete,2023-09-15,2023-09-15,,2026-06-22
DOC-00590,EMP-0277,Offer Letter,Complete,2018-01-18,2018-01-23,,2020-04-04
DOC-00591,EMP-0277,I-9,Complete,2018-01-23,2018-01-23,,2021-05-22
DOC-00592,EMP-0278,Offer Letter,Complete,2016-04-29,2016-05-06,,2025-11-15
DOC-00593,EMP-0278,I-9,Complete,2016-05-07,2016-05-06,,2016-08-09
DOC-00594,EMP-0279,Offer Letter,Complete,2021-12-07,2021-12-12,,2024-01-08
DOC-00595,EMP-0279,I-9,Complete,2021-12-14,2021-12-12,,2022-08-31
DOC-00596,EMP-0280,Offer Letter,Complete,2020-11-14,2020-11-19,,2026-02-09
DOC-00597,EMP-0280,I-9,Complete,2020-11-19,2020-11-19,,2025-02-26
DOC-00598,EMP-0281,Offer Letter,Complete,2018-08-01,2018-08-03,,2019-03-19
DOC-00599,EMP-0281,I-9,Complete,2018-08-03,2018-08-03,,2025-10-13
DOC-00600,EMP-0282,Offer Letter,Complete,2023-02-05,2023-02-12,,2024-09-18
DOC-00601,EMP-0282,I-9,Complete,2023-02-14,2023-02-12,,2025-06-19
DOC-00602,EMP-0283,Offer Letter,Complete,2023-12-22,2023-12-29,,2026-06-03
DOC-00603,EMP-0283,I-9,Complete,2023-12-30,2023-12-29,,2025-08-29
DOC-00604,EMP-0284,Offer Letter,Complete,2022-05-17,2022-05-23,,2022-06-09
DOC-00605,EMP-0284,I-9,Complete,2022-05-23,2022-05-23,,2024-08-01
DOC-00606,EMP-0285,Offer Letter,Complete,2023-11-08,2023-11-16,,2023-11-29
DOC-00607,EMP-0285,I-9,Complete,2023-11-19,2023-11-16,,2026-08-23
DOC-00608,EMP-0286,Offer Letter,Complete,2021-12-05,2021-12-08,,2025-03-16
DOC-00609,EMP-0286,I-9,Complete,2021-12-10,2021-12-08,,2023-04-26
DOC-00610,EMP-0287,Offer Letter,Complete,2024-07-27,2024-07-28,,2025-10-18
DOC-00611,EMP-0287,I-9,Complete,2024-07-30,2024-07-28,,2025-02-06
DOC-00612,EMP-0288,Offer Letter,Complete,2026-04-22,2026-04-25,,2026-07-06
DOC-00613,EMP-0288,I-9,Complete,2026-04-28,2026-04-25,,2026-06-23
